speaker,text,target,sentiment,category,summary
박원빈,"딱 든 생각이 다른 지연이나 다른 사람 생각 들 때는 이 사람은 좀 이런 사람이구나. 별 생각 없이 지나갔던 것 같은데 나연이한테는 그렇게 하지 못했어요. 그래서 이런 것들 하나, 작은 거 하나 못 거쳐? 약간 이게 왜 어려워? 많은 것들 나 바라는 거 아니야? 라고 생각을 했는데 어느 순간 제가 많은 걸 바랬었다고 생각이 들더라고요.",이나연,negative,attention,"박원빈은 다른 사람에게는 별 생각 없이 지나갔던 일들이 이나연에게는 어렵게 느껴졌고, 이나연에게 많은 것을 바라고 있었다는 것을 깨달았다고 말함."
남희두,차에서 그 휘두가 근데 진짜 놀란 표정으로 깨닫더라고요. 생각해보니 진짜 그렇네? 이러면서 저도 어릴 땐 지연이 같았거든요.,이지연,neutral,observation,"남희두가 차 안에서 남희두 본인이 놀란 표정으로 깨달았다고 말하며, 자신도 어릴 때는 이지연과 같았다고 언급함."
남희두,자기가 지연이를 대했던 모습들을 생각해보니 안 그려도 됐네? 나연이한테만 내가 유독 그랬네 이거를 깨달았고 저는 그것만으로도 너무 큰 위로가 됐어요.,이나연,positive,self_reflection,자신이 이나연에게 유독 부정적으로 대했음을 깨닫고 위로를 받음.
박원빈,희두야 안녕히 계세요 감사합니다.,남희두,neutral,farewell,남희두에게 작별 인사를 전하며 감사함을 표현함.
이지연,타!,,neutral,response,감정이나 대상이 드러나지 않은 단순한 감탄사
박원빈,얘기했어?,,neutral,unknown,상대방에게 특정 대상과 이야기를 나눴는지 묻는 질문
이지연,You are so mysterious 얘기 다 끝났어?,,neutral,question,상대방에게 대화가 끝났는지 묻는 질문
박원빈,나 탐들?,,neutral,uncategorized,박원빈이 탐들에 대해 질문함
남희두,따스해 우리가 여기서 어떻게 될지는 아직 모르지만 확실한 거는 나는 너를 엄청 엄청 사랑했고 지금도 사랑해.,,positive,love_confession,"남희두가 상대방에 대한 변함없는 사랑을 고백하는 발언. 과거와 현재 모두 사랑하고 있음을 강조하며, 앞으로의 관계에 대한 불확실성 속에서도 사랑을 확신함."
남희두,사랑이라는 게 5개월 만에 사라지진 않더라고.,mention_x,negative,emotion_polarity,"사랑이라는 감정이 쉽게 사라지지 않는다는 남희두의 발언은, 과거 연애에 대한 미련이나 슬픔을 간접적으로 드러내는 부정적 감정 표현으로 해석될 수 있습니다."
이지연,아..,,neutral,response,"단순한 감탄사로, 특별한 감정이나 대상이 드러나지 않음"
남희두,혹시라도 간다 그러면 잡지 않을게.,,negative,갈등,떠나는 것을 막지 않겠다는 발언에서 체념과 갈등이 느껴짐.
남희두,왜냐면 너무 힘들어 보여 시청해주셔서 감사합니다.,,negative,emotion_polarity,힘들어 보인다는 언급에서 부정적 감정이 드러남
남희두,나는 우리가 새롭게 출발하면 진짜 행복하게 해줄 자신이 있어 너와?,,positive,initiative,화자는 상대방에게 새로운 시작을 제안하며 행복하게 해줄 자신이 있다고 말하고 있다. 이는 관계를 주도하려는 적극적인 발화로 볼 수 있다.
박원빈,나랑 있으면 행복하잖아 하고 내가 만약에 너를 선택하면 X에 대한 마음이 내가 있는 상태에서 너를 선택하면 그건 안 된다고 생각을 했거든.,정규민,negative,attention,"박원빈은 본인이 성해은을 선택할 경우, 성해은에게 남아있을 수 있는 정규민에 대한 마음이 문제가 될 것이라고 생각했다고 발언하며, X(정규민)에 대한 언급을 함."
성해은,계속 우리는 그걸로 갈등했잖아 그니까. 응.,,negative,attention,"과거 갈등에 대한 언급으로, '우리'라는 표현을 통해 특정 인물과의 관계에서 부정적인 감정이 있었음을 드러냄."
박원빈,나는 진짜 얘기만 할게 너가 너무 좋은 동생인 것 같아요 뭐가 오빠를 다시..,,positive,compliment,"박원빈이 상대방을 좋은 동생이라고 칭찬하며 호감을 표현하고, 과거 연애사에 대한 언급을 자제하려는 태도를 보임."
성해은,돌아가고 싶게 했어 궁금하다 정말 나 이것도 가서 말해서 미안한데 4년 연애 해봤냐고 물어봤어. 너 4년 연애 해봤냐?,정규민,negative,attention,성해은이 과거 4년 연애 경험에 대한 질문을 언급하며 궁금증과 미안함을 표현하고 있다. 과거 연애에 대한 관심이 드러난다.
박원빈,근데 그 4년이 중요한 게 아니야 사실.,,neutral,statement,4년이라는 시간이 중요한 것이 아니라고 말함
성해은,알고 있었다 알고 있어서 나도 계속 그랬던 거고 그랬는데 또 물어봤다 마지막입니다.,,negative,상처/갈등,상대방의 행동에 대한 서운함과 감정적인 반응을 보임.
성해은,근데 나 진짜 기분 안 좋았는데 오빠랑 전화하니까 또 기분 좋았어.,,positive,emotion_polarity,화자는 상대방(오빠)과 전화 통화 후 기분이 좋아졌다고 말하며 긍정적인 감정을 표현함.
박원빈,뭐하죠? 어우 고맙고 미안해 아니.,,mixed,gratitude and apology,감사와 미안함이 혼재된 감정을 표현하는 발언
성해은,봐봐요 언니 응원하고 나는 오빠가 나를 좋아해줬대 수다는 것을 느꼈어. 느끼게 해줘서 진짜 고마워.,,positive,gratitude,"자신을 좋아해 준 상대방에게 고마움을 표현하고, 상대방을 응원함."
성해은,여기서 내가 나 진짜 사랑받을 가치가 있는 사람인가? 라는 걸 느끼게 해준 거는 태국 오빠가 아니라 오빠야 그렇게 생각해서 진짜 고맙네 정말 너가 행복했으면 좋겠다 앞으로 다시 돌아가라. 저기로 나가시면 4년 연루로 돌아갑니다.,정규민,positive,gratitude,"성해은이 정규민에게 사랑받을 가치 있는 사람임을 느끼게 해줘서 고맙다고 표현하며, 그의 행복을 바라고 다시 돌아가라고 말함."
성해은,이제는 반년 연애로 다시 돌아갑니다.,정규민,neutral,relationship,과거 연애에 대한 언급
박원빈,그냥 단순히 미련이 있어서 아직 못 잊어서만 안 한 것 같고 그리고 지연이를 뽑는다고 생각해도 제가 엑스한테 미련이 이렇게 고민될 정도는 있는데 지연이를 만날 수 있을까? 나연에 대한 감정이 더 컸구나 한 번에 들었어요.,이나연,negative,관계,"박원빈은 X(전 연인)에 대한 미련 때문에 이지연을 선택하는 것에 대한 고민과 동시에, 이나연에 대한 감정이 더 컸음을 깨달았다고 언급하며 복잡한 심경을 드러냄."
박원빈,"그래, 간다.",,neutral,N/A,박원빈이 이동을 알리는 발언.
이지연,다음 영상에서 만나요.,,neutral,farewell,"시청자에게 작별 인사를 하는 발언으로, 특정 인물에 대한 언급이나 감정 표현은 없습니다."
박원빈,"단순한 선택이라고 생각하지 않아요. 나영이 말고 괜찮은 사람이 없었으면 나영이를 고르는 게 아니고 앞으로의 생각까지 생각 하구? 내린 결정이거든요, 사실. 다시 한번 또 만나보지 이런 그냥 가벼운 마음은 절대 아니라고 생각해요. 나연이가 정말 투명한 사람이고, 앞뒤가 다르지 않고, 자기 감정에 솔직했던 것 같아요. 순수하고 정말 가자!",이나연,positive,statement,"박원빈은 이나연을 선택한 이유가 단순한 선택이 아니며, 앞으로의 생각까지 고려한 결정이라고 말함. 이나연이 투명하고 솔직하며 순수한 사람이라고 생각함."
박원빈,오랜만에 송해나 잡아볼까?,송해나,neutral,initiative,송해나에게 연락을 시도하려는 의지를 드러냄.
남희두,내가..,남희두,neutral,self_reference,남희두가 자신에 대해 언급하며 발언을 시작함
남희두,어? 이렇게. 이거잖아.,,neutral,statement,상대방의 행동에 대한 확인 및 동의를 표현하는 발언.
남희두,아아악 오\~\~\~ 아 미쳤어 아 좋아.,,positive,reaction,기쁨과 흥분을 표현하는 감탄사
남희두,이거 어때?,,neutral,none,제안에 대한 질문
남희두,좋아.,,positive,emotion_polarity,긍정적인 감정을 표현하는 발화
남희두,좋다.,,positive,emotion_polarity,긍정적인 감정을 표현하는 발화
박원빈,으음 오랜만에 손 잡는다 그니까 스테-너무 더웁시다.,,neutral,none,날씨가 덥다는 언급 외에 특별한 감정이나 관계에 대한 언급은 없습니다.
정규민,오 마이 갓!,,neutral,reaction,놀라움을 표현하는 감탄사
정규민,안 하죠?,,neutral,uncategorized,"상대방의 행동이나 상황에 대한 질문으로, 특정 감정이나 의도를 내포하고 있지 않음"
정규민,ㅎㅎㅎ 너..,,neutral,reaction,웃음소리를 냄
남희두,감사합니다.,,positive,gratitude,감사 인사를 표현하는 발화
남희두,진짜 좋긴 하다.,,positive,emotion_polarity,긍정적인 감정을 표현하는 발화
박원빈,응?,,neutral,unknown,"단순한 반응으로, 감정이나 특정 대상에 대한 언급이 없습니다."
남희두,좋긴 하다.,,positive,emotion_expression,"""좋다""라는 직접적인 긍정 표현을 통해 긍정적인 감정을 드러냄."
남희두,키가 작아?,남희두,neutral,question,자신의 키에 대한 질문
남희두,괜찮아? 아니야!,,negative,emotion_expression,"상대방의 상태를 걱정하는 듯 하지만, 곧 부정하는 감정 표현"
박원빈,왜? 좋아?,,positive,emotion_expression,상대방에게 호감을 표현하는 발언
이지연,안녕히 계세요 감사합니다.,,positive,farewell,작별 인사와 감사를 표현하는 발화
김지수,지금 할 수 있어?,,neutral,initiative,"상대방에게 가능한지 묻는 발화로, 관계 형성을 위한 대화를 시도하려는 의도로 해석될 수 있음"
정현규,네 오늘 남자친구 만나뵙겠습니다.,,positive,initiative,남자친구를 만나는 것에 대한 긍정적 기대감을 표현함
정현규,인테리어 선수들한테 제일 좋아해요.,,positive,emotion_polarity,인테리어 선수들에 대한 호감을 표현하는 발언
김지수,감사합니다.,,positive,general,감사 인사를 표현함
김지수,제가 오늘 대화가 원활하다고 해드릴게요.,,positive,relationship,자신이 대화를 긍정적으로 평가해 주겠다고 발언함.
남희두,머리 파지 마세요.,,neutral,instruction,상대방에게 특정 행동(머리 파지 않는 것)을 하지 말 것을 요청하는 발언
남희두,저거 뭐야?,,neutral,question,남희두가 특정 대상에 대해 질문하는 발화
성해은,재미있어. 재밌게 노네.,,positive,general,출연자들의 모습이 재미있어 보인다는 발언
남희두,뭐야 재밌게 노네. 왜 이렇게 재밌지?,,positive,관찰,다른 출연자들이 즐겁게 노는 모습에 대한 긍정적 반응
정규민,영상 끝까지 봐주셔서 감사합니다.,,neutral,closing,시청자에게 감사 인사를 전하는 발언입니다.
정규민,감사합니다. 시청해주셔서 감사합니다.,,positive,인사,시청자에게 감사를 표하는 발언
정규민,잘 나온다. 여기서 찍죠?,,neutral,unclassified,사진 촬영 위치를 결정하는 발언
정규민,감사합니다.,,positive,general,감사 인사를 표현함
정규민,감사합니다.,,positive,general,감사 인사를 표현함
정규민,감사합니다.,,positive,general,감사 인사를 표현함
정규민,다음 영상에서 만나요. 다음 영상에서 만나요 오\~\~\~ 아 그냥 데이트야?,,neutral,general,마무리 인사와 데이트에 대한 혼잣말
정현규,"사귄다고 한 건 아니고, 아 근데 네트 만으로 너무 좋아요. 아 진짜 재밌네. 어쨌든 뭔가 인연을 이어가고 있는 게 너무 좋은 거지.",김지수,positive,emotion_sharing,정현규는 네트와의 관계가 좋고 인연을 이어가는 것에 대해 긍정적인 감정을 표현하며 즐거워하고 있다.
이나연,진짜 미친 거 아니야?,,negative,emotion,누군가에 대한 강한 부정적인 감정을 드러내는 발언
이나연,우리 식인실 너무 많네.,,negative,general,식인실이 많다는 불만을 표현함.
성해은,내가 얼마나 크셨지.,,neutral,question,키에 대한 질문
이나연,아 행복해. 아 너무 행복합니다.,이나연,positive,emotion_polarity,자신의 행복한 감정을 표현하는 발화
성해은,그리고 지금 주세요.,,neutral,request,요청을 표현하는 발화
이나연,시청해주셔서 감사합니다. 뭐야? 어우 나 내가 떨려 막 심장이 안 떨렸어?,이나연,neutral,방송,시청자에게 감사 인사를 전하며 자신의 긴장된 감정을 표현하는 발언.
이지연,떨려서 더 설레서 더 즐거워.,,positive,emotion_expression,"긍정적인 감정을 표현하고 있으며, 설렘과 즐거움을 강조함."
남희두,다음 영상에서 만나요 오\~\~\~ 진짜로? 소름 돋았어.,,positive,reaction,상대방의 말에 대한 긍정적 반응을 보이며 놀라움을 표현함.
이지연,진짜 와 진심 소름돋았어 어우 나 소름 돋아 진짜 너무 좋아 다음 영상에서 만나요. 다음 영상에서 만나요.,,positive,reaction,"이지연은 영상에 대한 강한 긍정적 반응을 보이며 '소름 돋았다'고 표현하고, 다음 영상을 기대하며 긍정적인 감정을 드러냄."
